GeneID	Length	X.home.xubuntu.Desktop.Mjaw..3.files1.SLO1_1.fq.gz.subread.BAM	X.home.xubuntu.Desktop.Mjaw..3.files1.SLO3_1.fq.gz.subread.BAM	X.home.xubuntu.Desktop.Mjaw..3.files1.SLO4_1.fq.gz.subread.BAM	X.home.xubuntu.Desktop.Mjaw..3.files1.SLO5_1.fq.gz.subread.BAM	X.home.xubuntu.Desktop.Mjaw..3.files1.SLO7_1.fq.gz.subread.BAM	X.home.xubuntu.Desktop.Mjaw..3.files1.SLO8_1.fq.gz.subread.BAM
400655	2654	0	0	0	0	0	1
100505817	1166	0	0	0	0	0	0
201456	1850	3	6	1	8	5	12
29090	1534	102	96	126	131	90	110
1528	832	74	82	85	97	149	49
644041	5065	0	0	0	0	0	0
125704	2042	0	0	0	0	0	0
100505838	500	0	0	0	0	0	0
55748	5367	1295	1589	1364	1263	820	885
84735	2198	1	0	3	1	0	2
400657	3474	176	130	130	185	129	168
55628	9038	1299	1188	1177	1205	957	1454
284273	5495	645	775	842	614	543	834
10194	4967	347	395	598	413	364	443
284274	1369	0	0	0	0	0	0
100505853	1899	0	0	0	0	0	0
100313773	31	0	0	0	0	0	0
9658	8627	1497	1870	1433	1644	1489	1373
100505867	588	93	128	91	109	110	75
400658	2077	4	13	5	9	7	4
284276	2243	2	1	2	4	3	0
400660	3510	0	0	1	2	4	2
400661	2337	0	0	0	0	0	0
7776	8124	681	803	828	722	628	776
4155	6900	3740	3424	4359	3963	4702	3784
100505965	811	12	22	15	10	16	31
2587	2787	1	4	0	2	0	0
100132713	3048	0	0	0	0	0	0
645321	997	0	0	0	0	0	0
27164	4775	1	0	0	0	0	0
100128256	723	0	0	0	0	0	0
374868	4358	772	847	701	905	615	844
4772	5780	171	299	248	237	218	330
100127987	2268	0	1	0	0	0	3
9150	3750	402	442	420	453	400	382
26251	1401	1	6	3	2	5	2
80148	2544	504	615	392	499	1658	360
440498	750	44	30	50	37	59	76
10907	1387	339	248	262	337	285	212
79863	5679	104	110	142	154	106	144
100506070	797	1	1	1	0	2	1
22850	5388	547	507	486	505	466	548
100506109	527	0	0	0	0	0	1
100130522	3737	2	7	2	12	5	4
84552	3836	9	11	12	20	13	15
100506089	2379	0	0	4	0	1	0
375690	1137	5	10	18	12	0	12
100422919	138	0	0	0	0	0	0
641702	1130	0	0	0	0	0	0
81099	918	0	0	0	0	0	0
100507200	472	1	0	0	0	0	0
399844	4874	0	2	1	3	12	5
100506729	861	10	7	2	10	6	4
8612	1529	0	1	1	0	1	0
54531	2762	69	100	90	71	89	81
51298	1322	0	0	0	0	0	0
126567	3124	0	0	0	0	0	0
25759	2494	4	1	0	1	0	0
284451	1604	0	0	0	0	0	0
8174	1537	1	3	0	2	1	1
91978	1114	25	34	29	36	25	12
997	1445	517	474	289	295	1939	205
3004	947	101	132	318	198	251	149
682	2260	1519	1801	916	881	8788	544
610	3408	1	3	5	6	5	8
5442	3800	154	192	219	243	163	155
27006	513	0	1	0	3	0	1
55658	1650	205	245	249	217	211	261
10272	2511	94	105	70	71	71	57
400668	1053	3	12	33	17	6	2
5064	2874	0	5	2	4	2	0
126353	2851	0	0	0	0	0	0
5725	3281	1352	1906	1538	1682	1461	1323
79948	2357	1	9	1	3	10	5
100422854	70	0	0	0	0	0	0
566	912	10	24	4	8	91	3
5657	1001	16	3	1	0	32	0
1991	924	13	31	4	9	99	1
1675	1173	445	569	268	448	273	312
10025	2924	197	329	156	207	333	225
91300	1809	1662	1828	696	1793	8755	1266
84634	1625	2	3	1	1	2	3
1820	2823	310	276	276	276	273	225
57418	1551	78	85	95	83	108	63
116444	3254	6	19	3	11	9	6
91304	2708	1273	1200	1340	1313	1498	1246
1265	2458	2514	2145	2099	2736	2864	1993
10347	6819	727	1092	868	1085	1548	871
23526	4264	3868	4377	3721	4755	4551	3937
5434	2866	591	754	497	676	708	506
2879	1219	831	1164	557	1453	1629	488
22904	5110	1371	1302	924	1333	1664	1012
6794	3276	551	565	461	579	1360	366
255057	2564	0	1	2	1	2	3
513	996	85	139	120	145	158	109
90007	3793	480	1174	1177	993	1335	1329
148046	1356	136	147	115	133	131	159
1153	3263	1808	1743	1743	2442	1996	2045
55009	895	101	109	90	113	108	59
1943	642	0	0	0	0	0	0
100506781	967	0	0	0	0	0	0
100287367	579	0	1	0	0	0	0
84939	4214	166	165	187	185	178	179
374291	786	90	101	91	99	93	70
2593	1371	28	14	13	25	17	33
26528	2274	657	684	686	674	551	532
6209	531	576	685	408	519	555	580
100506822	468	19	20	18	16	18	23
10297	10151	43	49	29	39	60	57
100506848	863	34	45	30	50	40	29
148223	2257	152	198	128	230	195	187
54760	2661	10	4	4	7	2	15
92840	1373	7	6	8	7	7	15
339366	2857	5	8	10	21	8	45
126520	1928	0	0	0	0	0	2
399664	2850	11	19	31	32	22	13
53615	2559	289	338	277	338	399	243
10975	1335	560	595	437	723	602	331
6929	4673	336	445	404	371	937	373
390874	1485	0	0	0	0	0	0
148229	5256	36	39	28	40	42	15
57455	4581	153	252	197	201	203	266
100302210	80	0	0	0	0	0	0
100288123	1698	41	42	29	31	19	43
83855	2887	172	238	182	257	252	229
81926	1716	308	443	512	473	497	338
113178	2526	73	151	114	123	116	108
113179	1580	15	27	9	21	14	25
1455	2905	879	797	891	1017	885	881
255193	1313	13	15	16	9	35	38
55643	2618	271	562	390	478	436	389
2872	3785	1902	1993	1799	1947	2678	2083
126308	3331	1417	2083	1737	1814	2282	2083
113177	1015	21	15	29	41	10	34
8943	5014	1126	1367	1259	1190	1075	928
84444	7436	211	327	328	286	326	265
55111	1215	189	233	191	279	194	169
100302283	88	0	0	0	0	0	0
8175	1650	107	182	164	167	176	191
268	2018	6	4	4	4	5	9
100423031	80	0	0	0	0	0	1
126306	1145	0	5	4	2	2	4
4946	1145	9341	10937	5991	12712	17262	4697
374872	2570	68	130	75	65	146	105
645191	2130	50	77	54	89	85	72
100129831	959	76	89	74	114	112	92
51690	520	105	83	100	121	63	68
56928	3814	180	196	181	195	235	197
360200	3180	18	16	12	10	15	19
26517	1956	136	167	157	205	183	121
84823	4635	240	252	277	274	225	166
4616	1375	548	826	802	542	348	213
2788	4146	38	61	39	45	63	65
148252	3398	7	10	3	4	14	2
29985	3948	200	321	188	330	221	123
6449	2315	216	301	232	280	204	251
7064	2550	97	73	104	95	95	72
115196	3698	64	68	83	61	84	73
148254	8547	244	159	236	335	174	190
80032	1632	1	0	1	3	0	0
126295	2003	55	52	43	82	43	51
58492	2040	51	52	54	82	40	60
79816	2017	1	0	1	0	2	0
7089	2920	18	19	26	42	33	57
166	1943	1740	2288	2457	3121	2244	2193
2767	1613	20	24	28	17	19	10
2769	2132	419	500	313	546	352	235
8698	1595	946	719	680	968	1083	776
56926	3733	387	430	319	428	546	346
60680	5259	0	1	1	0	2	2
4782	2493	71	177	108	90	123	112
284422	908	32	14	1	5	106	1
83475	2060	49	60	33	57	98	32
51343	3624	367	419	321	392	702	384
126321	2818	529	591	453	535	551	539
100128569	671	73	79	61	75	76	72
10362	1584	228	362	195	387	281	182
126326	4317	22	43	6	20	25	32
6915	2601	54	95	23	89	49	35
58509	3625	187	169	164	175	209	181
23396	5047	187	435	333	325	336	277
27134	2859	24	18	6	46	19	57
9546	2158	137	194	147	210	158	157
116541	623	154	165	136	195	124	93
84839	2155	4	2	2	2	5	0
4145	2551	108	203	470	266	343	214
23217	5725	1	3	4	2	4	5
85300	5036	0	0	0	0	1	0
27231	1126	0	0	0	0	0	0
1613	2105	146	167	176	189	136	139
693222	99	4	6	7	8	11	7
1938	3158	14577	16204	13186	16187	13861	12118
26812	66	13	20	11	19	17	17
51588	1737	162	202	184	217	177	172
51341	4441	321	562	423	356	380	371
5605	1734	392	451	409	416	598	333
84699	2584	1	5	1	3	1	0
51548	1636	57	112	73	94	87	84
170961	4026	3	12	6	2	6	6
10148	1138	2	6	1	1	3	2
55702	1397	174	159	165	200	126	144
56961	2576	7	6	11	2	1	3
126259	1267	66	45	24	42	41	71
79187	1847	2	6	2	14	6	9
55620	1537	6	4	4	2	3	3
84954	1657	81	126	108	72	66	85
100506931	330	2	2	2	4	1	2
6455	2443	265	296	224	260	377	240
10036	3343	130	160	179	147	151	124
80700	1993	738	704	373	560	4095	278
84717	2325	150	157	127	192	138	127
729359	6353	40	37	31	74	120	92
440503	2442	26	24	15	66	87	41
116844	1780	227	129	114	283	362	119
10501	3714	11	14	20	19	36	61
126282	3960	210	227	174	268	193	167
56005	1051	194	235	215	249	139	115
91039	4270	305	364	382	380	312	317
100131094	3071	27	31	26	28	47	33
284424	768	0	0	0	0	0	0
407045	110	0	0	0	0	0	0
100506984	502	0	1	1	1	0	0
55527	3844	617	727	582	775	1116	571
100507004	594	11	16	8	8	4	7
148022	2703	56	158	126	87	105	83
10226	2340	493	663	393	600	442	323
645432	1638	94	95	93	79	87	147
29128	4222	58	67	62	48	68	69
23030	5604	414	622	534	596	850	598
100507022	746	21	36	25	29	51	37
100507052	2536	16	21	20	18	29	48
100507080	556	0	1	3	1	2	3
5802	7347	135	127	113	178	25	193
148066	1442	0	0	0	0	0	0
257000	3693	6	3	3	3	9	3
9667	3318	470	492	501	537	504	577
6294	2988	439	547	506	541	424	517
125988	900	100	119	107	133	111	79
374875	1724	14	9	8	17	12	5
25873	604	2095	1769	1566	2486	1379	1819
9361	3111	237	286	267	304	263	291
257062	2513	1	0	1	2	1	0
163154	1392	4	10	9	5	6	12
56931	2113	193	201	191	211	147	153
4902	1104	0	0	0	1	1	1
2528	3137	1	0	0	2	0	0
2525	2590	0	0	0	0	1	1
2527	1988	1	0	1	0	0	0
126328	2933	306	310	214	324	234	195
400673	1670	191	151	169	184	154	163
828	1609	113	92	116	172	141	143
8498	3402	415	450	415	363	365	375
5990	4112	72	114	65	90	177	132
81616	2712	8	8	9	22	4	8
100507094	2376	3	11	12	16	8	6
4298	4505	298	432	260	292	343	287
125981	1088	3	3	6	15	1	16
8192	1151	112	129	84	118	70	98
84266	1331	200	178	118	210	140	155
5623	471	3	1	7	2	5	4
100130856	2177	31	43	30	39	26	37
2962	2551	377	389	409	437	358	354
8570	3254	365	618	552	549	432	462
284427	1551	0	2	0	3	1	1
79085	3460	36	42	56	60	43	90
92359	1108	5	5	1	1	5	10
79958	2795	490	616	657	649	617	754
10382	2287	1	5	10	7	8	11
100126300	87	0	0	0	0	0	0
8744	1665	33	7	35	17	5	21
970	913	28	12	20	17	3	13
8740	2894	135	128	161	173	255	109
718	5101	40	28	46	52	25	36
56927	2380	674	753	618	934	599	425
9322	2011	53	48	40	86	52	65
10045	2358	97	95	63	147	135	215
7409	2888	1692	1889	1707	1982	1605	1290
2015	3123	1041	865	692	1406	565	528
326342	2732	261	62	78	193	73	811
497049	1463	0	0	0	0	0	0
729458	643	0	0	0	0	0	0
284428	773	0	0	0	0	0	0
653656	773	0	0	0	0	0	0
125997	774	0	0	0	0	0	0
653657	773	0	0	0	0	0	0
79230	6002	745	506	516	698	396	673
3643	9059	785	980	957	916	621	537
100507169	1800	3	11	9	5	8	8
23370	5876	1405	1512	1511	1461	1534	2023
100128573	525	18	13	14	9	13	29
92960	1062	71	39	55	36	64	66
374877	1679	0	0	0	0	0	3
140467	1953	16	92	49	38	32	36
57192	2098	175	186	130	139	338	120
10908	5028	891	876	962	969	858	653
57662	4185	5	4	1	0	1	2
56949	2655	198	449	373	416	329	363
100131801	429	145	157	114	179	129	122
126006	706	60	60	39	78	45	44
6813	1890	1098	1691	1118	1605	1460	901
56729	478	84	71	43	44	61	23
199675	1308	318	435	227	333	317	91
126003	850	203	367	179	284	385	134
2208	1615	39	122	132	18	265	94
339390	1360	32	41	28	24	3	32
30835	4428	37	52	43	40	11	23
10332	2404	0	1	0	1	0	0
440508	1935	0	0	0	0	0	2
115704	3846	76	111	101	97	110	85
80164	4517	1	1	0	1	1	2
388499	1614	14	7	12	10	7	6
80131	3602	7	5	3	4	3	7
5609	3372	271	336	258	242	456	246
100507588	921	0	4	1	0	0	3
6618	1688	101	142	94	150	95	91
404217	1263	0	1	0	0	2	0
10469	2000	120	161	144	140	82	113
1994	6058	385	508	517	581	425	398
6370	891	0	1	0	0	1	0
84467	8967	0	0	0	0	0	0
79603	1817	285	187	135	152	119	128
51293	1251	47	47	81	75	81	93
4701	535	158	144	104	144	100	107
6234	382	113	27	41	139	98	133
256949	2787	29	30	19	35	24	33
51129	1903	10	12	5	13	10	5
100507567	1016	23	26	14	27	28	20
9230	1629	135	240	143	189	216	154
51257	1653	1122	1586	521	2728	2165	619
4670	2533	896	1044	1250	1168	910	921
84106	2209	271	512	364	342	418	306
84330	1558	41	62	48	34	59	72
4542	4173	4945	6696	6131	6588	6707	5015
81794	4237	111	209	98	167	131	138
284382	1422	0	1	0	0	0	1
284383	945	0	0	1	0	0	0
148156	3014	338	278	311	409	274	379
85509	748	0	0	0	0	0	0
94025	43816	0	10	32	16	29	14
125963	942	0	0	0	0	0	0
390882	1038	0	0	0	0	0	0
125962	1002	0	0	0	0	0	0
390883	939	0	0	0	0	0	0
57693	4075	722	854	676	821	646	672
162998	3224	0	0	0	0	1	1
125958	939	0	0	0	0	0	0
26648	1020	0	0	0	0	0	0
374879	2094	135	138	163	204	119	130
84527	3042	419	368	411	477	274	321
7730	3119	48	60	43	62	55	52
10781	3601	1474	986	1990	1514	1421	1713
147741	2802	2	0	0	0	0	0
79088	2318	275	213	265	364	197	210
7675	1729	459	353	433	513	332	366
93134	4540	427	477	490	588	396	489
284385	1650	23	43	33	25	22	23
54811	5792	845	771	760	1013	605	599
729648	2495	1	2	0	1	3	1
162993	2133	153	119	136	168	93	138
100505555	575	2	0	4	0	1	6
54850	1852	160	185	147	157	139	146
59286	519	867	867	632	1112	717	466
100505640	784	16	12	14	14	13	20
5300	997	231	242	183	247	185	166
93145	1861	24	25	25	34	26	47
50509	6174	34	55	111	12	14	49
50700	1714	0	0	0	0	0	0
388503	3764	0	0	0	0	0	0
55337	2124	345	377	317	347	322	311
83854	1857	9	13	6	12	11	15
56342	1662	12	10	26	13	27	20
692312	2385	0	0	0	0	1	0
692229	85	2	1	6	0	1	4
100113382	92	0	3	2	1	0	0
5032	1977	19	36	31	28	21	43
8666	1127	1256	1256	1157	1470	902	859
1786	5400	975	1110	1075	1126	842	955
9294	3584	98	95	82	113	33	60
100422925	73	0	0	0	2	0	0
51073	2404	85	103	93	94	70	70
3383	3246	1225	1092	1371	1162	798	590
3386	1420	45	42	30	78	63	45
7087	3002	13	21	14	16	17	8
100125288	1980	21	39	14	43	34	20
112812	842	27	20	24	44	27	23
125950	3593	164	301	246	217	277	249
3385	1780	2341	2280	2079	3371	2341	2272
7297	4248	1793	2216	2032	2334	2621	1795
11140	1671	1007	908	724	1262	855	679
100302213	81	0	0	0	0	0	0
5141	5531	103	240	216	143	148	157
9817	2701	286	337	299	297	243	171
53637	2510	86	246	667	349	248	158
84971	1896	153	161	159	169	213	141
100302226	83	0	0	0	0	0	0
65095	3005	215	239	353	228	320	299
1032	1423	895	851	464	1314	998	449
10053	1751	29	39	10	113	25	14
57153	3551	2875	3640	2117	4397	4222	2758
147727	2011	198	166	156	209	143	208
3609	7473	1598	1884	2052	2046	1877	2097
81890	1334	76	78	85	92	57	70
1785	3805	1582	2123	2025	2041	1911	1745
693223	100	2	0	1	1	0	1
100507081	1222	69	87	73	63	100	61
406976	71	3	8	6	4	6	6
11018	1357	147	196	140	176	147	108
255809	1089	1380	1618	1002	1399	905	587
10498	2968	256	334	251	215	524	192
78992	1504	138	163	130	154	187	113
90580	1397	170	148	174	206	150	132
6597	5875	486	707	745	652	631	642
3949	5265	447	355	508	321	267	483
147841	654	3	6	12	6	4	3
25959	5232	27	98	22	31	597	10
57572	6387	6	12	10	8	7	6
55908	872	0	1	0	0	0	1
26526	1040	54	22	27	46	84	32
9545	4273	1389	2858	2590	2322	2487	2109
374882	1295	400	575	480	527	386	312
126075	1063	166	210	163	158	178	126
64748	2743	304	591	377	376	517	382
126074	1662	61	66	42	58	53	43
2057	2691	134	143	81	173	209	109
57139	2561	3	6	2	3	5	7
115948	2162	4	6	6	4	5	0
5589	2283	976	1103	1105	1191	920	877
1995	4682	0	0	0	0	0	0
115950	2240	35	47	50	33	77	38
51295	1806	201	207	194	236	327	159
1264	1586	33	41	1	7	11	6
84337	1019	292	330	230	263	588	200
54	1810	260	329	228	203	334	157
199692	2864	226	238	170	281	194	148
664709	1354	396	347	391	445	288	346
401898	2000	1	3	1	0	1	1
55552	2395	77	70	75	89	36	51
126068	4448	283	237	238	257	183	306
126069	2823	46	30	19	49	26	33
126070	4181	246	248	214	296	177	181
100507095	743	39	27	22	31	18	27
90594	2550	185	142	71	144	105	143
7620	1660	65	54	30	47	29	48
90592	2865	567	565	600	605	458	610
284390	2639	88	88	72	112	52	92
100507111	1042	51	48	42	34	40	27
163059	2321	55	47	49	41	34	78
729747	1737	18	11	5	4	7	11
284391	2834	238	243	148	216	153	167
388507	3768	99	68	32	47	28	20
7568	2341	108	105	86	128	73	72
90589	1678	31	41	18	53	25	10
7695	3018	368	352	372	467	320	331
100289333	1760	15	14	6	9	17	21
100287841	1786	147	82	65	117	52	102
51710	2796	380	314	424	477	304	442
147837	2786	70	41	25	65	38	73
79973	2825	29	10	13	15	16	17
90576	2588	115	120	106	152	63	98
10224	2664	103	73	92	101	60	85
163051	4899	104	75	92	98	100	114
163050	2948	474	435	463	484	390	439
57474	6098	344	465	512	460	327	350
163049	2495	387	328	440	395	327	378
100507237	844	46	42	60	56	51	46
4125	3224	2378	3374	2974	3307	2386	1873
84292	1505	98	106	96	110	104	109
51398	861	705	838	590	895	819	444
1725	1325	299	386	311	391	316	303
100507285	386	4	4	1	5	3	5
648044	425	1	1	0	0	0	1
84261	1737	12	22	13	27	12	17
30000	5452	335	490	428	469	460	450
26810	70	0	1	0	3	0	0
79002	910	624	700	529	831	570	486
439	1280	429	413	316	470	373	236
54831	1911	1	1	1	5	0	4
29911	2610	30	46	39	49	45	42
3726	1816	5105	6170	5775	5709	3715	4374
7001	1311	569	631	397	422	2963	300
10535	1142	50	62	92	91	55	44
83546	1440	0	0	0	1	0	0
100507305	896	0	0	0	0	0	0
22983	4923	4	3	5	0	3	4
1777	2008	419	294	209	367	207	121
10661	1615	70	80	5	10	539	5
2639	1822	126	132	153	154	135	102
256126	933	20	13	10	18	12	22
2193	1853	410	457	380	491	387	270
811	1911	1842	2205	2919	2307	1736	1254
100507328	435	8	8	8	8	14	9
5886	1793	449	631	398	411	2394	375
90480	743	36	28	33	31	31	23
199699	1732	0	0	0	0	0	0
4784	5576	135	348	90	95	1075	48
4066	1490	375	480	272	458	692	191
55621	2362	370	414	309	467	308	340
112939	4491	286	498	349	368	370	316
8677	750	417	486	337	496	358	231
9592	2050	2315	4410	6133	4831	2224	3197
773	8743	5	7	5	9	17	11
100507353	654	0	0	0	0	0	1
81576	1632	269	321	236	311	246	288
84245	3266	344	366	309	460	423	366
28974	910	264	262	207	296	204	190
65249	4339	37	63	41	36	62	47
284454	1774	387	182	217	179	325	602
407013	73	16	6	8	3	20	40
407018	78	22	4	8	4	17	23
407010	73	59	26	18	15	41	51
406957	110	0	0	0	0	0	0
574457	137	0	0	0	0	0	0
342977	946	1	2	1	1	1	2
79173	2420	3	3	8	3	8	5
54862	3640	118	230	203	203	191	175
79883	3605	16	12	18	8	22	21
90379	2258	310	396	320	397	388	397
5989	4377	79	173	143	118	163	124
117579	452	3	1	2	5	7	5
9466	3258	834	1040	896	1170	868	779
342979	2260	6	5	4	2	8	12
113230	1300	29	82	28	81	25	22
646457	1107	6	6	6	6	6	4
90378	1299	110	100	102	91	82	103
5566	2727	447	911	731	674	622	645
55723	1731	102	124	86	101	98	64
100507373	1096	49	64	71	55	72	62
22859	7857	140	262	210	218	225	254
976	3233	3795	4691	4730	5344	4690	4443
100507396	642	76	89	67	141	248	81
10212	1495	673	660	777	674	607	757
5585	3136	1111	1626	1491	1553	1246	1228
5731	1421	2	0	1	1	0	1
10755	1929	122	112	121	118	107	93
100130932	934	37	26	28	34	23	23
3337	2233	1248	1089	1229	1335	1156	1382
693224	98	0	0	0	0	0	0
9524	1163	85	121	97	99	69	117
4713	543	173	237	164	213	135	118
388512	1996	45	101	98	73	241	93
84658	2301	732	222	614	902	715	867
84449	3767	444	416	433	451	383	398
30817	6771	1982	2857	2491	3030	2733	2169
100129118	219	237	168	111	222	107	79
26664	963	0	0	0	0	0	0
26659	2138	0	0	0	0	0	0
390892	930	0	0	0	0	0	0
26333	930	0	0	0	0	0	0
26658	960	0	0	0	0	0	0
6511	1719	0	0	0	0	1	0
126402	1751	0	0	0	0	0	0
23581	777	0	0	0	0	0	0
126370	1068	0	0	0	0	0	0
85360	3254	2	1	0	0	1	3
10994	2298	109	125	101	136	87	107
4854	8071	3	13	10	4	3	17
79852	1938	0	6	8	4	1	4
23476	7453	494	1033	753	672	1457	921
100507441	417	13	20	14	11	11	17
10270	3531	594	569	630	676	510	550
26993	2114	589	629	610	642	629	508
58525	4168	100	199	152	135	162	169
100302127	61	0	1	0	0	0	0
64926	3290	840	843	1048	981	965	1030
114770	1882	2	1	2	4	4	4
126410	2609	36	25	22	20	9	14
11283	1906	0	0	0	0	0	0
4051	2988	400	166	131	839	453	679
646575	573	1	2	13	10	5	8
66002	1725	11	2	26	24	15	30
26538	1029	0	0	0	0	0	0
26532	951	0	0	0	0	0	0
388514	2470	0	0	0	1	0	2
284433	948	0	0	0	0	0	0
26539	1120	0	0	0	0	0	0
652995	1413	3	0	1	0	4	3
8529	2360	3	1	0	2	5	0
57834	3395	0	1	2	0	0	1
126541	951	0	0	0	0	0	0
126536	3342	0	0	0	0	0	0
100507483	543	0	0	0	0	0	0
148231	1717	0	0	0	0	0	0
7171	3003	5727	4651	2557	8594	2764	2601
100507503	1242	204	141	212	209	125	330
4218	2177	1809	1974	1563	2167	1294	1115
84941	2367	725	726	880	805	751	788
117286	661	4	1	2	10	7	9
26017	1449	1030	1106	864	1314	793	696
8907	2391	511	872	681	752	646	567
10365	1655	1050	1092	1159	1469	1602	1635
58513	2774	213	311	271	258	283	362
125972	1285	0	1	0	0	0	0
84167	3346	28	19	17	33	15	26
10523	4095	81	188	185	147	149	213
79939	5093	790	1118	802	1215	814	756
9441	3184	135	182	150	137	127	166
100507522	744	148	99	111	107	99	108
79086	1373	627	733	538	774	490	513
79041	1639	53	57	31	74	65	43
284434	8403	2	1	4	7	3	5
23309	5129	520	677	618	618	502	685
9002	2731	43	50	17	65	46	22
27151	5988	44	102	49	90	56	155
93323	1456	68	51	69	61	54	48
4650	7623	2470	3489	3382	3412	3144	2782
55850	856	55	45	56	71	49	53
79629	1091	52	117	95	125	62	84
2063	1804	41	35	17	26	20	29
83878	2410	3	0	0	0	0	1
29086	1451	612	674	577	623	992	449
126549	3217	38	36	55	51	52	29
79575	2090	48	92	43	57	54	45
64981	968	196	180	199	214	139	131
79016	4078	277	321	250	320	281	310
57719	4152	105	188	127	156	120	149
84705	2668	76	64	61	62	74	61
83483	2276	22	11	4	11	72	3
684	939	980	797	660	788	497	375
100507535	1213	173	218	195	175	158	119
93343	1193	129	154	111	107	90	94
100130519	1930	4	8	3	4	5	6
115861	908	0	0	0	0	0	0
376497	3547	268	388	263	400	226	249
100507551	1179	5	5	6	9	8	6
25796	1034	313	486	312	396	336	295
199786	2749	119	272	228	85	510	181
79709	3593	1601	2187	1670	2048	1647	1215
23025	9838	4	1	0	3	2	4
55201	3276	106	239	144	137	189	146
23149	3326	399	443	404	495	526	500
10331	2720	1	10	0	6	0	5
100507578	641	0	0	0	0	0	0
3640	742	25	19	7	16	17	12
3718	5436	2708	3187	2057	3445	3189	2404
6142	618	316	328	299	278	249	276
26780	133	77	103	82	100	105	80
6528	3576	11	13	2	17	17	14
115098	1083	34	46	42	46	55	27
3780	2657	0	0	1	1	0	1
27106	2942	561	654	710	764	651	513
3594	2872	369	380	527	500	324	303
23031	5893	757	1388	1446	1342	1676	1578
5296	3938	139	189	178	177	171	139
10437	1032	10119	10103	6869	8764	5223	4284
84769	1360	63	72	49	60	59	32
5864	1501	14	9	22	14	10	9
5143	5774	0	0	1	1	3	0
80726	4443	55	114	77	68	81	126
3727	1870	1154	1582	1527	1283	2038	1383
100422833	85	6	4	3	9	4	1
25804	1148	448	503	416	575	410	373
54858	7084	943	966	772	1016	682	618
9518	1200	14	17	8	10	15	8
100422943	73	0	5	1	0	4	0
126364	2403	1625	2186	1480	1956	1627	975
170463	1712	202	253	300	272	224	178
51477	2524	31	52	49	42	63	74
8178	4027	386	416	346	429	497	446
23770	1766	2863	3407	1157	2380	16059	1262
79036	1627	497	587	423	644	499	356
7311	2811	5153	4564	3761	5100	8218	3667
55049	880	108	131	128	149	114	126
9244	1804	3	10	3	1	3	4
25789	1619	0	0	0	0	0	1
55295	3122	56	74	52	63	69	53
23373	6992	163	256	206	210	267	319
1311	2452	2	3	0	0	2	3
5976	5345	731	1253	919	1317	1160	1014
10715	3579	3	0	1	0	6	1
2657	2558	0	0	0	0	0	0
11316	1134	619	664	521	611	572	409
54555	1836	264	285	229	299	245	205
9454	2649	270	385	175	277	190	109
10147	5030	1173	1455	1643	1553	1256	1442
93436	2289	183	241	204	227	191	133
284439	3132	112	185	205	169	233	180
54929	1779	123	111	137	158	123	130
4207	2242	2	2	2	1	1	2
100271849	1451	2	4	1	2	5	6
729991	2130	82	95	61	111	63	70
8625	1438	203	211	192	230	224	158
126382	1299	76	59	66	100	69	68
1463	6406	0	0	0	0	0	0
404037	3440	1	0	0	0	0	0
53345	1483	0	0	0	0	0	0
57794	2075	260	303	303	342	256	208
23383	4853	712	1035	815	790	967	908
54815	5672	972	1257	1142	1338	1299	1207
693225	96	5	7	3	3	3	5
83983	1442	21	15	19	14	12	9
51079	542	551	584	454	663	473	327
374887	1032	9	22	19	10	14	16
148113	4199	1	0	0	1	1	5
80714	1438	48	41	43	49	43	79
9170	1796	310	288	292	347	563	356
51291	3517	1416	1776	1382	1777	1925	1574
57130	3867	454	779	705	633	644	649
94039	1450	576	372	325	546	328	559
7561	2963	221	141	215	252	154	326
100287160	863	0	0	0	0	0	2
284440	2372	28	26	21	34	35	40
440515	3324	650	440	559	518	458	875
56242	2329	181	153	149	187	135	208
81931	2794	92	94	82	91	68	93
91120	3290	63	29	49	48	47	65
7643	3753	56	27	11	22	28	53
90649	1522	123	47	57	87	106	89
100423024	83	0	0	0	0	0	0
664701	636	2	1	1	2	1	3
100302179	83	0	0	0	0	0	0
100129842	8391	480	294	340	464	368	668
199777	6834	106	63	73	139	87	180
7639	3508	66	33	71	61	55	75
80264	3919	432	385	358	458	329	431
148206	8805	347	237	193	206	208	353
170959	3846	479	382	429	449	360	497
7562	4003	435	248	429	409	252	572
148203	11721	239	148	213	289	160	235
284443	6285	327	126	345	336	214	454
400680	3760	27	2	10	108	50	37
353088	2361	139	68	163	249	105	166
100505594	2097	127	12	77	638	385	103
400682	3496	0	1	1	7	2	5
163227	4470	413	184	401	427	297	206
641367	2694	53	24	67	46	67	32
7594	5217	323	146	219	195	129	320
7757	9088	62	13	47	59	63	163
113835	3522	79	24	43	49	28	68
163223	2934	0	0	0	0	0	0
100287226	3616	0	0	0	0	0	0
148198	2260	1	0	1	0	0	0
100128139	568	0	0	0	0	0	0
440518	2033	0	0	0	0	0	0
374890	1112	0	0	0	0	0	0
57615	4245	4	7	10	13	10	7
100505693	2693	0	0	1	0	1	0
7652	3111	0	0	0	0	0	0
646864	1750	2	0	1	0	0	0
388523	2242	0	0	0	0	0	0
100129543	1698	4	2	0	5	4	1
440519	2774	98	45	70	79	53	72
100132815	2364	180	152	146	176	163	273
7644	5396	1275	942	1513	973	827	1858
100131479	618	1	0	0	0	0	0
171392	2209	289	165	223	253	172	290
